Temperatura (°C),pH,Oxígeno Disuelto (mg/L),Turbidez (NTU),Conductividad (uS/cm)
22.06,7.95872,2.61,106.1158325,1313.604223
22.06,8.05708,2.61,108.8518487,1313.604223
22.06,8.05708,2.61,106.1158325,1304.95659
22.12,8.05708,2.61,106.1158325,1313.604223
22.06,8.05708,2.56,106.1158325,1313.604223
22.06,8.05708,2.65,108.8518487,1313.604223
22.06,8.05708,2.61,106.1158325,1313.604223
22.06,8.05708,2.56,108.8518487,1304.95659
22.06,8.05708,2.61,106.1158325,1313.604223
22.06,7.95872,2.61,108.8518487,1304.95659
22.06,8.05708,2.61,108.8518487,1304.95659
22.06,8.05708,2.65,106.1158325,1313.604223
22.06,7.95872,2.65,106.1158325,1313.604223
22.06,7.95872,2.61,106.1158325,1304.95659
22.06,7.95872,2.61,108.8518487,1313.604223
22.06,7.95872,2.56,108.8518487,1304.95659
22.06,8.05708,2.56,106.1158325,1304.95659
22.06,8.05708,2.56,108.8518487,1304.95659
22.06,7.95872,2.61,111.6146449,1313.604223
22.06,8.05708,2.56,108.8518487,1313.604223
22.12,8.05708,2.56,108.8518487,1313.604223
22.06,8.05708,2.52,108.8518487,1313.604223
22.06,8.05708,2.61,111.6146449,1304.95659
22.06,8.05708,2.56,108.8518487,1322.304696
22.06,7.95872,2.56,164.6232043,1313.604223
22.06,7.95872,2.61,161.3890805,1304.95659
22.06,7.95872,2.56,167.884108,1313.604223
22.06,7.95872,2.56,164.6232043,1313.604223
22.06,7.95872,2.56,164.6232043,1304.95659
22.06,7.95872,2.61,164.6232043,1313.604223
22.06,7.95872,2.56,167.884108,1304.95659
22.06,7.95872,2.56,167.884108,1304.95659
22.06,8.05708,2.52,161.3890805,1322.304696
22.06,7.95872,2.52,161.3890805,1304.95659
22.06,8.05708,2.61,167.884108,1313.604223
22.06,8.05708,2.56,164.6232043,1322.304696
22.06,8.05708,2.56,137.082004,1313.604223
22.06,7.95872,2.56,164.6232043,1304.95659
22.06,7.95872,2.56,167.884108,1313.604223
22.06,7.95872,2.56,164.6232043,1313.604223
22.06,7.95872,2.56,164.6232043,1313.604223
22.06,8.05708,2.52,164.6232043,1313.604223
22.06,7.95872,2.56,167.884108,1296.34397
22.06,7.95872,2.52,164.6232043,1313.604223
22.06,7.95872,2.61,161.3890805,1322.304696
22.06,7.95872,2.56,164.6232043,1296.34397
22.06,7.95872,2.56,164.6232043,1304.95659
22.06,7.95872,2.52,161.3890805,1304.95659
22.06,7.95872,2.56,167.884108,1313.604223
22.06,7.95872,2.52,161.3890805,1313.604223
22.06,7.95872,2.56,167.884108,1313.604223
22.06,7.95872,2.52,167.884108,1304.95659
22.06,7.95872,2.52,164.6232043,1304.95659
22.06,7.95872,2.56,167.884108,1313.604223
22.06,7.95872,2.52,164.6232043,1304.95659
22.06,7.95872,2.52,164.6232043,1304.95659
22.0,7.95872,2.56,167.884108,1313.604223
22.06,7.95872,2.56,167.884108,1304.95659
22.06,7.95872,2.56,161.3890805,1304.95659
22.06,7.95872,2.56,137.082004,1304.95659
22.06,7.95872,2.52,161.3890805,1313.604223
22.06,7.95872,2.56,164.6232043,1322.304696
22.06,7.95872,2.52,164.6232043,1313.604223
22.06,7.95872,2.52,164.6232043,1313.604223
22.06,7.95872,2.56,161.3890805,1313.604223
22.06,7.95872,2.48,161.3890805,1304.95659
22.06,7.95872,2.52,161.3890805,1322.304696
22.06,7.95872,2.52,167.884108,1304.95659
22.0,7.95872,2.52,164.6232043,1313.604223
22.06,7.95872,2.56,164.6232043,1313.604223
22.06,7.95872,2.56,164.6232043,1313.604223
22.06,7.95872,2.69,164.6232043,1313.604223
22.06,7.95872,2.82,137.082004,1313.604223
22.06,7.95872,2.82,134.083544,1313.604223
22.06,7.95872,2.86,137.082004,1313.604223
22.06,7.95872,2.86,164.6232043,1313.604223
22.0,7.95872,2.91,167.884108,1322.304696
22.06,7.95872,2.86,164.6232043,1304.95659
22.06,7.95872,2.91,167.884108,1313.604223
22.0,7.95872,2.91,158.1817367,1304.95659
22.06,7.95872,2.91,161.3890805,1313.604223
24.69,8.54888,3.09,161.3890805,1296.34397
24.44,8.45052,3.09,161.3890805,1296.34397
24.25,8.45052,3.09,161.3890805,1296.34397
23.81,8.45052,3.09,145.6201614,1287.7663619999998
23.69,8.35216,3.09,137.082004,1287.7663619999998
23.62,8.35216,3.0,134.083544,1287.7663619999998
23.5,8.35216,2.92,158.1817367,1287.7663619999998
23.37,8.35216,2.83,164.6232043,1296.34397
23.25,8.35216,2.75,164.6232043,1296.34397
23.19,8.35216,2.62,164.6232043,1287.7663619999998
23.12,8.35216,2.62,164.6232043,1279.206297
23.06,8.35216,2.54,164.6232043,1287.7663619999998
23.0,8.35216,2.41,164.6232043,1296.34397
22.94,8.35216,2.33,164.6232043,1296.34397
22.87,8.2538,2.33,164.6232043,1287.7663619999998
22.81,8.2538,2.28,164.6232043,1287.7663619999998
22.81,8.2538,2.2,164.6232043,1296.34397
22.75,8.2538,2.24,167.884108,1287.7663619999998
22.69,8.2538,2.2,164.6232043,1296.34397
22.62,8.2538,2.2,164.6232043,1287.7663619999998
22.62,8.2538,2.2,164.6232043,1296.34397
22.56,8.15544,2.24,167.884108,1287.7663619999998
22.56,8.15544,2.2,164.6232043,1287.7663619999998
22.5,8.15544,2.24,167.884108,1287.7663619999998
22.5,8.15544,2.28,164.6232043,1287.7663619999998
22.44,8.15544,2.24,161.3890805,1287.7663619999998
22.44,8.15544,2.33,164.6232043,1296.34397
22.37,8.15544,2.24,164.6232043,1287.7663619999998
22.37,8.15544,2.28,164.6232043,1296.34397
22.37,8.15544,2.33,164.6232043,1287.7663619999998
22.37,8.15544,2.28,164.6232043,1287.7663619999998
22.31,8.15544,2.28,167.884108,1287.7663619999998
22.31,8.15544,2.28,167.884108,1296.34397
22.25,8.05708,2.24,164.6232043,1287.7663619999998
22.25,8.05708,2.2,164.6232043,1287.7663619999998
22.25,8.05708,2.2,164.6232043,1287.7663619999998
22.25,8.05708,2.2,164.6232043,1287.7663619999998
22.19,8.05708,2.24,167.884108,1296.34397
22.19,8.05708,2.24,164.6232043,1296.34397
22.19,8.05708,2.2,164.6232043,1279.206297
22.12,8.05708,2.2,164.6232043,1287.7663619999998
22.12,8.05708,2.16,164.6232043,1287.7663619999998
22.12,7.95872,2.16,164.6232043,1279.206297
22.12,8.05708,2.16,164.6232043,1287.7663619999998
22.12,8.05708,2.11,161.3890805,1296.34397
22.12,8.05708,2.05,164.6232043,1287.7663619999998
22.12,7.95872,2.05,167.884108,1287.7663619999998
22.06,8.05708,2.05,167.884108,1287.7663619999998
22.06,7.95872,2.09,164.6232043,1296.34397
22.06,7.95872,2.05,161.3890805,1296.34397
22.06,7.95872,2.05,164.6232043,1287.7663619999998
22.06,8.05708,2.01,164.6232043,1296.34397
22.06,7.95872,2.05,161.3890805,1296.34397
22.06,7.95872,2.05,164.6232043,1296.34397
22.06,7.95872,2.05,167.884108,1287.7663619999998
22.0,7.95872,2.05,167.884108,1287.7663619999998
22.0,7.95872,2.05,167.884108,1287.7663619999998
22.0,7.95872,2.01,164.6232043,1296.34397
22.0,7.95872,2.01,164.6232043,1287.7663619999998
22.0,7.95872,2.05,164.6232043,1296.34397
22.0,7.95872,2.05,161.3890805,1296.34397
22.0,7.95872,2.01,164.6232043,1287.7663619999998
22.0,7.95872,2.01,161.3890805,1287.7663619999998
22.0,7.95872,2.01,164.6232043,1296.34397
22.0,7.95872,1.96,161.3890805,1287.7663619999998
22.0,7.95872,2.01,164.6232043,1287.7663619999998
22.06,7.95872,2.01,161.3890805,1287.7663619999998
22.0,7.95872,1.96,158.1817367,1296.34397
22.0,7.86036,1.96,158.1817367,1287.7663619999998
22.0,7.95872,1.96,161.3890805,1287.7663619999998
22.0,7.86036,2.01,158.1817367,1287.7663619999998
22.0,7.86036,2.01,151.8473891,1287.7663619999998
22.0,7.95872,1.96,151.8473891,1287.7663619999998
22.0,7.86036,2.01,145.6201614,1287.7663619999998
22.0,7.86036,1.96,143.1592638,1287.7663619999998
22.0,7.95872,2.01,140.1072439,1287.7663619999998
22.0,7.86036,2.01,140.1072439,1279.206297
22.0,7.86036,2.01,134.083544,1287.7663619999998
22.0,7.86036,2.01,131.111864,1287.7663619999998
22.0,7.95872,2.01,131.111864,1296.34397
22.0,7.86036,2.01,131.111864,1287.7663619999998
22.0,7.86036,2.01,131.111864,1287.7663619999998
22.0,7.86036,2.01,131.111864,1287.7663619999998
22.0,7.86036,2.01,128.166964,1296.34397
22.0,7.86036,1.96,125.2488439,1287.7663619999998
22.0,7.86036,2.01,125.2488439,1296.34397
22.0,7.86036,1.96,122.3575038,1296.34397
22.0,7.86036,1.96,122.3575038,1287.7663619999998
22.0,7.86036,1.92,125.2488439,1296.34397
22.0,7.86036,2.01,122.3575038,1287.7663619999998
22.06,7.86036,1.96,125.2488439,1296.34397
22.06,7.86036,1.92,125.2488439,1287.7663619999998
22.06,7.762,2.01,125.2488439,1287.7663619999998
22.0,7.86036,1.96,122.3575038,1287.7663619999998
22.0,7.86036,1.96,120.0637134,1287.7663619999998
22.06,7.86036,2.01,122.3575038,1287.7663619999998
22.0,7.86036,1.96,122.3575038,1287.7663619999998
22.06,7.86036,1.96,122.3575038,1287.7663619999998
22.06,7.762,1.96,122.3575038,1287.7663619999998
22.06,7.86036,1.96,122.3575038,1287.7663619999998
22.06,7.762,1.96,125.2488439,1296.34397
22.06,7.86036,1.96,120.0637134,1287.7663619999998
22.06,7.86036,1.92,122.3575038,1287.7663619999998
22.06,7.762,2.01,120.0637134,1287.7663619999998
22.06,7.762,1.96,125.2488439,1287.7663619999998
22.06,7.762,2.01,122.3575038,1287.7663619999998
22.06,7.762,1.96,120.0637134,1287.7663619999998
22.06,7.762,1.92,120.0637134,1296.34397
22.06,7.762,1.96,120.0637134,1287.7663619999998
22.06,7.762,1.96,122.3575038,1287.7663619999998
22.06,7.762,2.01,122.3575038,1296.34397
22.06,7.762,2.01,122.3575038,1296.34397
22.06,7.762,2.01,120.0637134,1296.34397
22.06,7.762,2.01,122.3575038,1287.7663619999998
22.06,7.762,1.92,122.3575038,1287.7663619999998
22.06,7.762,1.92,120.0637134,1287.7663619999998
22.06,7.762,2.01,122.3575038,1296.34397
22.06,7.762,1.92,122.3575038,1287.7663619999998
22.06,7.66364,1.92,120.0637134,1279.206297
22.06,7.762,1.96,120.0637134,1287.7663619999998
22.06,7.762,1.96,120.0637134,1287.7663619999998
22.06,7.762,1.96,120.0637134,1287.7663619999998
22.06,7.762,1.96,122.3575038,1304.95659
22.06,7.762,1.92,78.27327738,1287.7663619999998
22.06,7.762,1.96,80.72006986,1296.34397
22.06,7.762,1.92,83.19364232,1287.7663619999998
22.06,7.762,1.96,83.19364232,1296.34397
22.06,7.762,1.96,78.27327738,1287.7663619999998
22.06,7.762,1.92,80.72006986,1287.7663619999998
22.0,7.66364,1.96,80.72006986,1296.34397
22.0,7.762,1.96,78.27327738,1287.7663619999998
22.0,7.762,1.92,80.72006986,1287.7663619999998
22.0,7.66364,1.96,80.72006986,1287.7663619999998
22.0,7.66364,1.92,78.27327738,1287.7663619999998
22.0,7.762,1.96,80.72006986,1287.7663619999998
22.06,7.762,1.92,80.72006986,1296.34397
22.0,7.762,1.92,80.72006986,1287.7663619999998
22.0,7.66364,1.92,80.72006986,1287.7663619999998
22.0,7.762,1.92,83.19364232,1287.7663619999998
22.0,7.66364,1.96,80.72006986,1296.34397
22.0,7.762,1.92,78.27327738,1296.34397
22.0,7.66364,1.92,83.19364232,1287.7663619999998
22.0,7.762,1.92,80.72006986,1287.7663619999998
22.0,7.66364,1.92,80.72006986,1287.7663619999998
22.0,7.66364,1.96,80.72006986,1279.206297
22.0,7.762,1.92,78.27327738,1287.7663619999998
22.31,8.15544,3.04,83.19364232,1245.3691410000001
22.31,8.15544,3.04,78.27327738,1245.3691410000001
22.31,8.05708,2.96,83.19364232,1253.771545
22.31,8.05708,3.04,80.72006986,1253.771545
22.37,8.15544,2.96,80.72006986,1253.771545
22.31,8.05708,3.04,83.19364232,1245.3691410000001
22.31,8.15544,2.96,80.72006986,1245.3691410000001
22.31,8.15544,2.75,83.19364232,1245.3691410000001
22.31,8.15544,2.71,83.19364232,1253.771545
22.31,8.05708,2.58,83.19364232,1253.771545
22.37,8.05708,2.49,83.19364232,1245.3691410000001
22.31,8.05708,2.45,80.72006986,1253.771545
22.31,8.05708,2.33,83.19364232,1253.771545
22.37,8.05708,2.28,83.19364232,1253.771545
22.31,8.05708,2.33,80.72006986,1253.771545
22.31,8.05708,2.33,83.19364232,1253.771545
22.37,8.05708,2.33,80.72006986,1245.3691410000001
22.37,8.05708,2.33,83.19364232,1245.3691410000001
22.31,8.05708,2.33,83.19364232,1253.771545
22.31,8.05708,2.33,80.72006986,1245.3691410000001
22.37,8.05708,2.33,83.19364232,1262.226286
22.37,8.05708,2.33,80.72006986,1253.771545
22.31,8.05708,2.37,83.19364232,1245.3691410000001
22.37,8.05708,2.37,83.19364232,1262.226286
22.31,8.05708,2.33,80.72006986,1262.226286
22.31,8.05708,2.33,83.19364232,1253.771545
22.37,8.05708,2.45,80.72006986,1253.771545
22.37,8.05708,2.54,80.72006986,1253.771545
22.37,8.05708,2.62,80.72006986,1253.771545
22.37,7.95872,2.71,83.19364232,1262.226286
22.37,8.05708,2.71,80.72006986,1253.771545
22.37,8.05708,2.83,83.19364232,1253.771545
22.37,7.95872,2.83,80.72006986,1262.226286
22.37,8.05708,2.83,80.72006986,1237.00175
22.37,8.05708,2.87,83.19364232,1253.771545
22.37,8.05708,2.87,83.19364232,1253.771545
22.37,7.95872,2.87,80.72006986,1253.771545
22.37,7.95872,2.92,83.19364232,1245.3691410000001
22.37,7.95872,2.92,80.72006986,1253.771545
22.31,8.05708,2.87,83.19364232,1253.771545
22.31,8.05708,2.87,78.27327738,1262.226286
22.37,7.95872,2.87,83.19364232,1245.3691410000001
22.37,8.05708,2.87,83.19364232,1245.3691410000001
22.37,7.95872,2.87,80.72006986,1262.226286
22.37,7.95872,2.96,80.72006986,1262.226286
22.37,8.05708,2.92,83.19364232,1245.3691410000001
22.37,7.95872,2.87,78.27327738,1245.3691410000001
22.37,7.95872,2.87,80.72006986,1262.226286
22.37,7.95872,2.83,80.72006986,1262.226286
22.37,7.95872,2.87,83.19364232,1262.226286
22.37,7.95872,2.83,83.19364232,1253.771545
22.37,7.95872,2.83,80.72006986,1262.226286
22.37,7.95872,2.83,80.72006986,1253.771545
22.37,7.95872,2.87,83.19364232,1262.226286
22.37,7.95872,2.87,83.19364232,1253.771545
22.37,7.95872,2.87,83.19364232,1262.226286
22.37,7.95872,2.87,78.27327738,1245.3691410000001
22.37,7.95872,2.87,80.72006986,1270.6987860000002
22.37,7.95872,2.87,83.19364232,1253.771545
22.37,7.95872,2.87,80.72006986,1253.771545
22.37,7.95872,2.92,80.72006986,1253.771545
22.37,7.95872,2.83,80.72006986,1270.6987860000002
22.37,7.95872,2.87,80.72006986,1253.771545
22.37,7.95872,2.87,78.27327738,1270.6987860000002
22.37,7.95872,2.87,83.19364232,1262.226286
22.37,7.95872,2.87,80.72006986,1262.226286
22.37,7.95872,2.87,83.19364232,1270.6987860000002
22.37,7.95872,2.87,78.27327738,1262.226286
22.37,7.95872,2.83,80.72006986,1253.771545
22.37,7.95872,2.87,80.72006986,1262.226286
22.37,7.95872,2.87,83.19364232,1262.226286
22.37,7.95872,2.87,83.19364232,1270.6987860000002
22.37,7.95872,2.87,83.19364232,1253.771545
22.37,7.86036,2.92,80.72006986,1270.6987860000002
22.37,7.86036,2.83,78.27327738,1270.6987860000002
22.37,7.95872,2.87,80.72006986,1270.6987860000002
22.37,7.95872,2.83,80.72006986,1270.6987860000002
22.37,7.86036,2.83,80.72006986,1262.226286
22.37,7.86036,2.87,80.72006986,1270.6987860000002
22.37,7.95872,2.83,80.72006986,1262.226286
22.37,7.95872,2.87,80.72006986,1270.6987860000002
22.37,7.95872,2.87,83.19364232,1270.6987860000002
22.37,7.95872,2.87,80.72006986,1270.6987860000002
22.37,7.86036,2.87,83.19364232,1253.771545
22.37,7.86036,2.83,83.19364232,1270.6987860000002
22.37,7.95872,2.83,83.19364232,1270.6987860000002
22.37,7.86036,2.87,83.19364232,1270.6987860000002
22.37,7.86036,2.87,80.72006986,1270.6987860000002
22.37,7.86036,2.83,80.72006986,1270.6987860000002
22.37,7.95872,2.87,83.19364232,1270.6987860000002
22.37,7.86036,2.79,80.72006986,1253.771545
22.37,7.95872,2.87,80.72006986,1270.6987860000002
22.37,7.86036,2.83,83.19364232,1262.226286
22.37,7.86036,2.83,80.72006986,1279.206297
22.37,7.86036,2.79,83.19364232,1279.206297
22.37,7.86036,2.83,83.19364232,1262.226286
22.37,7.86036,2.79,80.72006986,1270.6987860000002
22.37,7.86036,2.83,80.72006986,1270.6987860000002
22.37,7.86036,2.83,80.72006986,1279.206297
22.37,7.86036,2.79,80.72006986,1270.6987860000002
22.37,7.86036,2.79,80.72006986,1262.226286
22.37,7.95872,2.83,78.27327738,1279.206297
22.37,7.86036,2.83,83.19364232,1270.6987860000002
22.37,7.86036,2.83,83.19364232,1279.206297
22.37,7.86036,2.87,83.19364232,1262.226286
22.37,7.86036,2.83,83.19364232,1279.206297
22.37,7.86036,2.79,80.72006986,1279.206297
22.37,7.86036,2.83,80.72006986,1279.206297
22.37,7.762,2.87,80.72006986,1270.6987860000002
22.37,7.86036,2.83,83.19364232,1279.206297
22.37,7.86036,2.83,80.72006986,1270.6987860000002
22.37,7.86036,2.83,78.27327738,1279.206297
22.37,7.86036,2.83,80.72006986,1279.206297
22.37,7.86036,2.83,83.19364232,1270.6987860000002
22.37,7.86036,2.79,83.19364232,1270.6987860000002
22.37,7.86036,2.83,80.72006986,1270.6987860000002
22.37,7.86036,2.83,80.72006986,1279.206297
22.37,7.86036,2.79,78.27327738,1279.206297
22.37,7.86036,2.79,80.72006986,1279.206297
22.37,7.86036,2.79,83.19364232,1279.206297
22.37,7.86036,2.83,78.27327738,1270.6987860000002
22.37,7.86036,2.79,78.27327738,1279.206297
22.37,7.86036,2.79,78.27327738,1270.6987860000002
22.44,7.86036,2.79,78.27327738,1270.6987860000002
22.37,7.86036,2.87,83.19364232,1270.6987860000002
22.37,7.86036,2.83,83.19364232,1279.206297
22.44,7.86036,2.79,78.27327738,1279.206297
22.44,7.86036,2.79,78.27327738,1279.206297
22.37,7.86036,2.79,83.19364232,1270.6987860000002
22.37,7.86036,2.79,83.19364232,1279.206297
22.37,7.86036,2.79,80.72006986,1279.206297
22.44,7.86036,2.83,80.72006986,1279.206297
22.37,7.86036,2.83,80.72006986,1262.226286
22.44,7.86036,2.83,80.72006986,1279.206297
22.44,7.86036,2.83,80.72006986,1270.6987860000002
22.44,7.762,2.83,83.19364232,1279.206297
22.44,7.86036,2.83,83.19364232,1270.6987860000002
22.37,7.86036,2.79,80.72006986,1279.206297
22.44,7.86036,2.83,83.19364232,1279.206297
22.37,7.86036,2.83,83.19364232,1279.206297
22.37,7.86036,2.83,85.69399476,1270.6987860000002
22.44,7.86036,2.79,83.19364232,1279.206297
22.44,7.86036,2.87,83.19364232,1270.6987860000002
22.44,7.86036,2.79,83.19364232,1262.226286
22.44,7.86036,2.79,80.72006986,1279.206297
22.44,7.86036,2.79,80.72006986,1279.206297
22.44,7.86036,2.79,78.27327738,1279.206297
22.44,7.86036,2.83,78.27327738,1287.7663619999998
22.44,7.86036,2.79,83.19364232,1287.7663619999998
22.44,7.86036,2.75,78.27327738,1287.7663619999998
22.44,7.86036,2.75,83.19364232,1279.206297
22.44,7.86036,2.79,83.19364232,1270.6987860000002
22.44,7.86036,2.75,83.19364232,1279.206297
22.44,7.86036,2.79,80.72006986,1287.7663619999998
22.44,7.86036,2.79,83.19364232,1279.206297
22.44,7.86036,2.79,80.72006986,1287.7663619999998
22.44,7.86036,2.79,83.19364232,1270.6987860000002
22.5,7.86036,2.79,83.19364232,1287.7663619999998
22.5,7.762,2.79,83.19364232,1270.6987860000002
22.5,7.762,2.75,83.19364232,1287.7663619999998
22.5,7.86036,2.79,80.72006986,1279.206297
22.5,7.86036,2.79,80.72006986,1270.6987860000002
22.5,7.86036,2.75,80.72006986,1279.206297
22.5,7.762,2.79,83.19364232,1279.206297
22.5,7.762,2.83,83.19364232,1279.206297
22.56,7.86036,2.79,85.69399476,1270.6987860000002
22.56,7.762,2.79,83.19364232,1279.206297
22.56,7.762,2.75,85.69399476,1279.206297
22.56,7.86036,2.79,80.72006986,1270.6987860000002
22.62,7.86036,2.75,80.72006986,1270.6987860000002
22.62,7.86036,2.79,83.19364232,1279.206297
22.69,7.86036,2.79,85.69399476,1279.206297
22.69,7.86036,2.79,83.19364232,1270.6987860000002
22.69,7.86036,2.79,80.72006986,1287.7663619999998
22.75,7.762,2.75,83.19364232,1270.6987860000002
22.81,7.86036,2.75,83.19364232,1279.206297
22.81,7.86036,2.83,80.72006986,1270.6987860000002
22.81,7.86036,2.79,80.72006986,1279.206297
22.87,7.86036,2.79,83.19364232,1270.6987860000002
22.87,7.762,2.83,83.19364232,1270.6987860000002
21.19,8.15544,3.93,85.69399476,1262.226286
21.19,8.05708,3.85,80.72006986,1262.226286
21.19,8.05708,4.06,80.72006986,1279.206297
21.19,8.05708,3.89,83.19364232,1270.6987860000002
21.19,8.05708,3.89,83.19364232,1279.206297
21.19,8.05708,3.34,83.19364232,1279.206297
21.19,8.05708,3.8,80.72006986,1279.206297
21.19,8.05708,3.47,85.69399476,1262.226286
21.19,8.05708,2.87,83.19364232,1279.206297
21.19,8.05708,2.87,83.19364232,1279.206297
21.19,8.05708,2.03,83.19364232,1279.206297
21.19,8.05708,2.33,85.69399476,1270.6987860000002
21.19,8.05708,1.78,83.19364232,1279.206297
21.19,8.05708,2.07,83.19364232,1279.206297
21.19,8.05708,1.52,85.69399476,1279.206297
21.19,8.05708,1.9,83.19364232,1287.7663619999998
21.19,8.05708,1.9,83.19364232,1270.6987860000002
21.19,8.05708,1.92,83.19364232,1279.206297
21.19,8.05708,1.88,80.72006986,1270.6987860000002
21.19,8.05708,1.5,80.72006986,1279.206297
21.19,8.05708,1.67,83.19364232,1279.206297
21.19,8.05708,1.67,80.72006986,1270.6987860000002
21.19,8.05708,1.28,85.69399476,1287.7663619999998
21.12,7.95872,1.2,83.19364232,1270.6987860000002
21.19,8.05708,1.67,85.69399476,1253.771545
21.19,8.05708,1.2,85.69399476,1279.206297
21.19,8.05708,1.2,85.69399476,1279.206297
21.19,7.95872,1.2,83.19364232,1270.6987860000002
21.19,8.05708,1.62,85.69399476,1279.206297
21.19,7.95872,1.58,83.19364232,1279.206297
21.19,8.05708,1.67,83.19364232,1262.226286
21.19,8.05708,1.2,80.72006986,1270.6987860000002
21.19,7.95872,1.67,83.19364232,1270.6987860000002
21.12,7.95872,1.28,85.69399476,1270.6987860000002
21.19,7.95872,1.62,85.69399476,1279.206297
21.19,7.95872,1.45,85.69399476,1279.206297
21.19,7.95872,1.58,83.19364232,1270.6987860000002
21.19,7.95872,1.84,85.69399476,1279.206297
21.19,7.95872,1.67,83.19364232,1270.6987860000002
21.19,7.95872,1.71,83.19364232,1279.206297
21.19,7.95872,1.75,85.69399476,1270.6987860000002
21.19,7.95872,1.41,85.69399476,1270.6987860000002
21.19,7.95872,2.09,88.22112717,1279.206297
