Temperatura (°C),pH,Oxígeno Disuelto (mg/L),Turbidez (NTU),Conductividad (uS/cm)
28.81,8.05708,2.59,111.6146449,1313.604223
28.81,8.05708,2.59,111.6146449,1322.304696
28.81,8.05708,2.63,111.6146449,1322.304696
28.81,8.05708,2.63,108.8518487,1313.604223
28.81,8.05708,2.68,108.8518487,1313.604223
28.87,7.95872,2.72,111.6146449,1313.604223
28.87,8.05708,2.72,111.6146449,1322.304696
28.87,7.95872,2.72,111.6146449,1313.604223
28.87,8.05708,2.76,111.6146449,1322.304696
28.87,8.05708,2.76,108.8518487,1313.604223
28.87,8.05708,2.73,111.6146449,1313.604223
28.94,8.05708,2.77,108.8518487,1313.604223
28.94,7.95872,2.81,108.8518487,1313.604223
28.94,7.95872,2.73,108.8518487,1322.304696
29.0,8.05708,2.77,108.8518487,1322.304696
29.0,8.05708,2.77,108.8518487,1313.604223
29.0,7.95872,2.77,111.6146449,1322.304696
29.0,8.05708,2.77,108.8518487,1322.304696
29.0,8.05708,2.81,111.6146449,1313.604223
29.06,7.95872,2.81,108.8518487,1313.604223
29.06,8.05708,2.85,111.6146449,1322.304696
29.0,7.95872,2.85,111.6146449,1313.604223
29.06,7.95872,2.85,108.8518487,1313.604223
29.0,7.95872,2.81,111.6146449,1322.304696
29.0,7.95872,2.85,111.6146449,1313.604223
29.0,8.05708,2.85,108.8518487,1313.604223
29.06,7.95872,2.85,108.8518487,1313.604223
29.0,8.05708,2.85,111.6146449,1313.604223
29.0,7.95872,2.81,111.6146449,1313.604223
29.0,7.95872,2.9,111.6146449,1313.604223
29.0,7.95872,2.85,108.8518487,1313.604223
29.06,7.95872,2.9,108.8518487,1313.604223
29.06,7.95872,2.9,111.6146449,1313.604223
29.06,7.95872,2.85,111.6146449,1322.304696
29.06,7.95872,2.9,108.8518487,1322.304696
29.06,7.95872,2.9,114.4042211,1322.304696
29.06,7.95872,2.9,114.4042211,1322.304696
29.12,7.95872,2.85,111.6146449,1322.304696
29.12,7.95872,2.94,108.8518487,1313.604223
29.12,7.95872,2.9,114.4042211,1322.304696
29.12,7.95872,2.9,114.4042211,1322.304696
29.12,7.95872,2.9,108.8518487,1313.604223
29.19,7.95872,2.85,114.4042211,1322.304696
29.19,7.95872,2.94,111.6146449,1304.95659
29.19,7.95872,2.9,117.2205772,1322.304696
29.19,7.95872,2.9,111.6146449,1313.604223
29.19,7.95872,2.9,111.6146449,1313.604223
29.25,7.95872,2.9,111.6146449,1313.604223
29.19,7.95872,2.94,111.6146449,1313.604223
29.25,7.95872,2.9,111.6146449,1313.604223
29.25,7.95872,2.94,114.4042211,1322.304696
29.25,7.95872,2.9,114.4042211,1322.304696
29.31,7.95872,2.94,111.6146449,1313.604223
29.25,7.95872,2.94,111.6146449,1322.304696
29.25,7.95872,2.9,111.6146449,1322.304696
29.25,7.95872,2.94,114.4042211,1322.304696
29.25,7.95872,2.98,111.6146449,1322.304696
29.31,7.95872,2.9,114.4042211,1322.304696
29.31,7.95872,2.94,114.4042211,1313.604223
29.31,7.95872,2.94,114.4042211,1313.604223
29.31,7.95872,2.94,114.4042211,1313.604223
29.25,7.95872,2.9,117.2205772,1313.604223
29.25,7.95872,2.98,120.0637134,1322.304696
29.25,7.95872,2.9,117.2205772,1313.604223
29.25,7.95872,2.94,120.0637134,1313.604223
29.25,7.95872,2.98,120.0637134,1313.604223
29.19,7.95872,2.98,117.2205772,1313.604223
29.19,7.95872,2.98,122.3575038,1322.304696
29.19,7.95872,2.91,122.3575038,1313.604223
29.19,7.95872,2.95,120.0637134,1322.304696
29.19,7.86036,2.95,120.0637134,1313.604223
29.19,7.86036,2.95,122.3575038,1322.304696
29.12,7.95872,2.91,122.3575038,1322.304696
29.12,7.95872,2.95,122.3575038,1313.604223
29.12,7.95872,2.91,120.0637134,1322.304696
29.06,7.95872,2.95,122.3575038,1313.604223
29.12,7.95872,2.91,125.2488439,1322.304696
29.06,7.95872,2.95,122.3575038,1322.304696
29.06,7.95872,2.91,120.0637134,1322.304696
29.06,7.86036,2.95,122.3575038,1313.604223
29.0,7.95872,2.95,125.2488439,1313.604223
29.06,7.86036,2.95,122.3575038,1322.304696
29.0,7.86036,2.95,122.3575038,1322.304696
29.0,7.95872,2.95,120.0637134,1304.95659
29.0,7.86036,2.91,120.0637134,1322.304696
29.0,7.86036,2.91,122.3575038,1322.304696
29.0,7.86036,2.95,120.0637134,1322.304696
29.0,7.86036,2.95,120.0637134,1313.604223
29.0,7.86036,2.95,120.0637134,1313.604223
29.0,7.86036,2.99,122.3575038,1322.304696
29.0,7.86036,2.91,120.0637134,1322.304696
28.94,7.86036,2.95,122.3575038,1313.604223
29.0,7.86036,2.91,120.0637134,1313.604223
29.0,7.86036,2.95,120.0637134,1322.304696
29.0,7.86036,2.91,120.0637134,1313.604223
29.0,7.86036,2.91,120.0637134,1322.304696
29.0,7.86036,2.91,120.0637134,1313.604223
29.06,7.86036,2.87,117.2205772,1313.604223
29.06,7.86036,2.87,117.2205772,1322.304696
29.06,7.86036,2.83,120.0637134,1322.304696
29.06,7.86036,2.83,120.0637134,1322.304696
29.12,7.86036,2.83,120.0637134,1313.604223
29.19,7.86036,2.78,117.2205772,1313.604223
29.19,7.86036,2.83,117.2205772,1313.604223
29.19,7.86036,2.83,117.2205772,1313.604223
29.19,7.86036,2.78,117.2205772,1322.304696
29.19,7.86036,2.83,120.0637134,1313.604223
29.25,7.86036,2.78,117.2205772,1322.304696
29.25,7.86036,2.83,117.2205772,1322.304696
29.25,7.86036,2.74,117.2205772,1322.304696
29.25,7.86036,2.78,117.2205772,1313.604223
29.25,7.762,2.7,117.2205772,1322.304696
29.25,7.86036,2.78,117.2205772,1313.604223
29.25,7.86036,2.74,117.2205772,1313.604223
29.31,7.86036,2.74,120.0637134,1313.604223
29.31,7.762,2.78,117.2205772,1313.604223
29.31,7.86036,2.78,114.4042211,1322.304696
29.31,7.762,2.7,114.4042211,1313.604223
29.31,7.762,2.74,117.2205772,1322.304696
29.31,7.86036,2.7,120.0637134,1313.604223
29.31,7.762,2.74,120.0637134,1322.304696
29.31,7.86036,2.78,117.2205772,1313.604223
29.31,7.762,2.74,117.2205772,1313.604223
29.31,7.86036,2.74,114.4042211,1322.304696
29.31,7.762,2.7,120.0637134,1322.304696
29.31,7.86036,2.7,117.2205772,1313.604223
29.37,7.86036,2.74,114.4042211,1322.304696
29.37,7.762,2.7,117.2205772,1322.304696
29.37,7.86036,2.74,117.2205772,1322.304696
29.37,7.762,2.74,120.0637134,1313.604223
29.37,7.762,2.74,117.2205772,1322.304696
29.37,7.762,2.7,120.0637134,1313.604223
29.37,7.762,2.78,117.2205772,1322.304696
29.44,7.86036,2.74,117.2205772,1313.604223
29.44,7.762,2.74,120.0637134,1322.304696
29.44,7.762,2.74,117.2205772,1322.304696
29.44,7.762,2.74,120.0637134,1322.304696
29.44,7.762,2.7,117.2205772,1313.604223
29.44,7.762,2.7,117.2205772,1313.604223
29.5,7.762,2.74,117.2205772,1322.304696
29.5,7.762,2.7,120.0637134,1322.304696
29.5,7.762,2.74,120.0637134,1322.304696
29.5,7.86036,2.74,117.2205772,1322.304696
29.5,7.86036,2.7,120.0637134,1313.604223
29.5,7.762,2.74,120.0637134,1313.604223
29.56,7.762,2.67,117.2205772,1313.604223
29.5,7.762,2.71,120.0637134,1322.304696
29.56,7.762,2.71,120.0637134,1322.304696
29.56,7.762,2.67,120.0637134,1313.604223
29.56,7.762,2.67,120.0637134,1322.304696
29.56,7.762,2.71,120.0637134,1322.304696
29.56,7.762,2.71,122.3575038,1322.304696
29.56,7.86036,2.67,120.0637134,1322.304696
29.56,7.762,2.67,122.3575038,1322.304696
28.0,8.05708,2.94,117.2205772,1313.604223
28.06,8.05708,2.94,122.3575038,1313.604223
28.06,8.05708,2.94,117.2205772,1322.304696
28.06,8.05708,2.7,120.0637134,1313.604223
28.06,8.05708,2.37,120.0637134,1313.604223
28.12,8.05708,2.2,120.0637134,1313.604223
28.06,8.05708,2.04,125.2488439,1322.304696
28.06,8.05708,1.75,122.3575038,1322.304696
28.06,8.05708,1.56,122.3575038,1322.304696
28.06,8.05708,1.4,122.3575038,1313.604223
28.06,8.05708,1.36,128.166964,1322.304696
28.06,8.05708,1.26,122.3575038,1313.604223
28.0,8.05708,1.26,122.3575038,1322.304696
28.06,8.05708,1.17,122.3575038,1331.022424
28.06,8.05708,1.23,122.3575038,1313.604223
28.06,8.05708,1.31,122.3575038,1322.304696
28.06,7.95872,1.39,122.3575038,1313.604223
28.06,8.05708,1.47,125.2488439,1313.604223
28.06,7.95872,1.57,125.2488439,1331.022424
28.06,7.95872,1.57,125.2488439,1322.304696
28.12,8.05708,1.61,125.2488439,1313.604223
28.06,8.05708,1.61,125.2488439,1322.304696
28.12,8.05708,1.66,125.2488439,1331.022424
28.12,8.05708,1.74,122.3575038,1331.022424
28.12,8.05708,1.74,122.3575038,1331.022424
28.12,8.05708,1.76,122.3575038,1322.304696
28.12,7.95872,1.76,122.3575038,1322.304696
28.12,7.95872,1.71,117.2205772,1313.604223
28.12,8.05708,1.71,120.0637134,1322.304696
28.12,8.05708,1.71,125.2488439,1322.304696
28.12,7.95872,1.67,125.2488439,1322.304696
28.12,8.05708,1.67,122.3575038,1331.022424
28.12,8.05708,1.63,125.2488439,1322.304696
28.12,8.05708,1.59,125.2488439,1322.304696
28.12,8.05708,1.55,125.2488439,1331.022424
28.19,8.05708,1.59,122.3575038,1331.022424
28.12,8.05708,1.55,122.3575038,1322.304696
28.12,8.05708,1.55,164.6232043,1331.022424
28.12,7.95872,1.55,161.3890805,1322.304696
28.12,8.05708,1.59,167.884108,1331.022424
28.12,8.05708,1.55,164.6232043,1331.022424
28.12,8.05708,1.59,164.6232043,1313.604223
28.06,8.05708,1.55,164.6232043,1322.304696
28.06,7.95872,1.51,167.884108,1322.304696
28.12,8.05708,1.51,167.884108,1313.604223
28.06,7.95872,1.59,161.3890805,1322.304696
28.06,7.95872,1.55,161.3890805,1313.604223
28.06,7.95872,1.55,167.884108,1322.304696
28.12,7.95872,1.55,164.6232043,1322.304696
28.12,8.05708,1.55,137.082004,1313.604223
28.12,8.05708,1.55,164.6232043,1331.022424
28.12,7.95872,1.55,167.884108,1322.304696
28.12,8.05708,1.51,164.6232043,1322.304696
28.19,8.05708,1.55,164.6232043,1313.604223
28.12,7.95872,1.59,164.6232043,1331.022424
28.19,8.05708,1.59,167.884108,1322.304696
28.19,8.05708,1.55,164.6232043,1313.604223
28.19,8.05708,1.59,161.3890805,1331.022424
28.25,8.05708,1.55,164.6232043,1322.304696
28.25,8.05708,1.55,164.6232043,1322.304696
28.25,8.05708,1.59,161.3890805,1313.604223
28.31,8.05708,1.55,167.884108,1322.304696
28.25,7.95872,1.59,161.3890805,1322.304696
28.31,8.05708,1.55,167.884108,1322.304696
28.31,8.05708,1.55,167.884108,1322.304696
28.31,8.05708,1.59,164.6232043,1322.304696
28.31,7.95872,1.59,167.884108,1322.304696
28.31,7.95872,1.63,164.6232043,1322.304696
28.31,7.95872,1.59,164.6232043,1322.304696
28.37,7.95872,1.59,167.884108,1313.604223
28.37,7.95872,1.59,167.884108,1322.304696
28.37,7.95872,1.63,161.3890805,1322.304696
28.37,7.95872,1.63,137.082004,1322.304696
28.37,7.95872,1.55,161.3890805,1313.604223
28.44,7.95872,1.59,164.6232043,1313.604223
28.37,7.95872,1.63,164.6232043,1322.304696
28.44,7.95872,1.59,164.6232043,1304.95659
28.44,7.95872,1.59,161.3890805,1322.304696
28.44,8.05708,1.59,161.3890805,1322.304696
28.44,7.86036,1.59,161.3890805,1322.304696
28.44,7.95872,1.63,167.884108,1322.304696
28.44,7.95872,1.63,164.6232043,1331.022424
28.44,7.95872,1.59,164.6232043,1322.304696
28.5,7.95872,1.59,164.6232043,1313.604223
28.5,7.95872,1.59,164.6232043,1322.304696
28.5,7.95872,1.55,137.082004,1331.022424
28.5,7.95872,1.55,134.083544,1322.304696
28.5,7.95872,1.55,137.082004,1322.304696
28.5,7.95872,1.55,164.6232043,1322.304696
28.5,7.95872,1.59,167.884108,1322.304696
28.5,7.95872,1.55,164.6232043,1322.304696
28.5,7.95872,1.55,167.884108,1322.304696
28.56,7.95872,1.59,158.1817367,1322.304696
28.56,7.95872,1.59,161.3890805,1322.304696
28.56,7.95872,1.55,161.3890805,1313.604223
28.56,7.95872,1.55,161.3890805,1313.604223
28.56,7.95872,1.55,161.3890805,1313.604223
28.56,7.95872,1.55,145.6201614,1313.604223
28.56,7.95872,1.55,137.082004,1313.604223
28.56,7.95872,1.55,134.083544,1313.604223
28.56,7.95872,1.55,158.1817367,1322.304696
28.62,7.86036,1.55,164.6232043,1313.604223
28.56,7.95872,1.55,164.6232043,1322.304696
28.56,7.95872,1.51,164.6232043,1331.022424
28.62,7.95872,1.55,164.6232043,1313.604223
28.62,7.95872,1.55,164.6232043,1322.304696
28.62,7.95872,1.55,164.6232043,1322.304696
28.62,7.95872,1.51,164.6232043,1313.604223
28.62,7.95872,1.51,164.6232043,1322.304696
28.62,7.95872,1.55,164.6232043,1322.304696
28.62,7.95872,1.51,164.6232043,1331.022424
28.62,7.95872,1.51,167.884108,1313.604223
28.69,7.95872,1.51,164.6232043,1313.604223
28.69,7.95872,1.46,164.6232043,1322.304696
28.62,7.95872,1.51,164.6232043,1313.604223
28.69,7.95872,1.51,167.884108,1313.604223
28.69,7.95872,1.51,164.6232043,1322.304696
28.69,7.86036,1.55,167.884108,1331.022424
28.69,7.95872,1.55,164.6232043,1313.604223
28.69,7.95872,1.55,161.3890805,1313.604223
28.69,7.95872,1.55,164.6232043,1322.304696
28.75,7.95872,1.55,164.6232043,1313.604223
28.75,7.95872,1.51,164.6232043,1322.304696
28.75,7.95872,1.51,164.6232043,1322.304696
28.75,7.95872,1.59,164.6232043,1313.604223
28.75,7.95872,1.49,167.884108,1313.604223
28.75,7.95872,1.53,167.884108,1322.304696
28.75,7.95872,1.57,164.6232043,1331.022424
28.75,7.95872,1.49,164.6232043,1313.604223
28.75,7.95872,1.49,164.6232043,1313.604223
28.75,7.95872,1.45,164.6232043,1313.604223
28.75,7.95872,1.53,167.884108,1322.304696
28.75,7.95872,1.53,164.6232043,1313.604223
28.75,7.95872,1.53,164.6232043,1313.604223
28.81,7.86036,1.53,164.6232043,1322.304696
28.81,7.95872,1.49,164.6232043,1331.022424
28.75,7.86036,1.53,164.6232043,1313.604223
28.75,7.95872,1.45,164.6232043,1313.604223
28.81,7.95872,1.49,161.3890805,1313.604223
28.75,7.86036,1.49,164.6232043,1322.304696
28.81,7.86036,1.53,167.884108,1322.304696
28.75,7.86036,1.49,167.884108,1322.304696
28.75,7.95872,1.49,164.6232043,1331.022424
28.75,7.95872,1.53,161.3890805,1322.304696
28.75,7.86036,1.49,164.6232043,1322.304696
28.75,7.95872,1.53,164.6232043,1322.304696
28.75,7.95872,1.49,161.3890805,1313.604223
28.75,7.86036,1.49,164.6232043,1322.304696
28.75,7.95872,1.49,167.884108,1322.304696
28.69,7.86036,1.49,167.884108,1322.304696
28.69,7.86036,1.49,167.884108,1331.022424
28.69,7.95872,1.49,164.6232043,1322.304696
28.69,7.95872,1.45,164.6232043,1322.304696
28.75,7.95872,1.49,164.6232043,1331.022424
28.75,7.95872,1.49,161.3890805,1322.304696
28.75,7.95872,1.53,164.6232043,1322.304696
28.75,7.95872,1.49,161.3890805,1322.304696
28.75,7.86036,1.49,164.6232043,1322.304696
28.75,7.86036,1.49,161.3890805,1313.604223
28.75,7.86036,1.49,164.6232043,1322.304696
28.75,7.95872,1.53,161.3890805,1313.604223
28.75,7.95872,1.49,158.1817367,1322.304696
28.75,7.86036,1.53,158.1817367,1313.604223
28.81,7.86036,1.49,161.3890805,1322.304696
28.81,7.95872,1.53,158.1817367,1322.304696
28.81,7.95872,1.49,151.8473891,1322.304696
28.81,7.95872,1.49,151.8473891,1322.304696
28.81,7.86036,1.53,145.6201614,1322.304696
28.81,7.95872,1.45,143.1592638,1322.304696
28.81,7.95872,1.45,140.1072439,1313.604223
28.81,7.86036,1.53,140.1072439,1322.304696
28.81,7.95872,1.49,134.083544,1322.304696
28.81,7.95872,1.53,131.111864,1322.304696
28.87,7.86036,1.49,131.111864,1322.304696
28.87,7.86036,1.49,131.111864,1322.304696
28.87,7.86036,1.57,131.111864,1331.022424
28.87,7.95872,1.49,131.111864,1331.022424
28.87,7.95872,1.49,128.166964,1322.304696
28.87,7.86036,1.53,125.2488439,1322.304696
28.87,7.95872,1.49,125.2488439,1322.304696
28.87,7.95872,1.49,122.3575038,1313.604223
28.87,7.95872,1.53,122.3575038,1313.604223
28.87,7.86036,1.45,125.2488439,1331.022424
28.87,7.95872,1.53,122.3575038,1322.304696
28.87,7.86036,1.57,125.2488439,1322.304696
28.87,7.86036,1.49,125.2488439,1313.604223
28.94,7.95872,1.53,125.2488439,1322.304696
28.87,7.95872,1.49,122.3575038,1322.304696
28.87,7.86036,1.47,120.0637134,1322.304696
28.94,7.95872,1.56,122.3575038,1322.304696
28.94,7.95872,1.51,122.3575038,1322.304696
28.94,7.95872,1.51,122.3575038,1313.604223
28.94,7.86036,1.51,122.3575038,1313.604223
28.94,7.86036,1.47,122.3575038,1322.304696
28.94,7.95872,1.51,125.2488439,1322.304696
29.0,7.95872,1.51,120.0637134,1322.304696
19.87,8.35216,0.91,122.3575038,1313.604223
19.87,8.35216,0.95,120.0637134,1322.304696
19.94,8.2538,0.95,125.2488439,1322.304696
19.87,8.35216,0.86,122.3575038,1331.022424
19.94,8.35216,0.91,120.0637134,1322.304696
19.94,8.35216,0.95,120.0637134,1313.604223
19.94,8.2538,0.95,120.0637134,1313.604223
19.94,8.2538,0.86,122.3575038,1331.022424
19.94,8.2538,0.91,122.3575038,1313.604223
19.94,8.2538,0.95,122.3575038,1331.022424
20.0,8.2538,0.95,120.0637134,1313.604223
19.94,8.2538,0.91,122.3575038,1322.304696
20.0,8.2538,0.86,122.3575038,1313.604223
20.0,8.2538,0.86,120.0637134,1322.304696
20.0,8.2538,0.91,122.3575038,1322.304696
19.94,8.2538,0.91,122.3575038,1322.304696
20.0,8.2538,0.91,120.0637134,1331.022424
20.0,8.2538,0.91,120.0637134,1322.304696
20.0,8.2538,0.86,120.0637134,1313.604223
20.0,8.2538,0.86,120.0637134,1322.304696
20.0,8.2538,0.86,122.3575038,1313.604223
20.0,8.2538,0.86,120.0637134,1322.304696
20.0,8.2538,0.86,120.0637134,1313.604223
20.0,8.2538,0.86,122.3575038,1322.304696
20.0,8.2538,0.86,122.3575038,1331.022424
20.0,8.2538,0.91,122.3575038,1322.304696
20.0,8.2538,0.86,122.3575038,1331.022424
20.0,8.2538,0.86,117.2205772,1331.022424
20.0,8.2538,0.91,122.3575038,1322.304696
20.0,8.2538,0.91,122.3575038,1322.304696
20.0,8.2538,0.86,122.3575038,1322.304696
20.0,8.2538,0.86,120.0637134,1322.304696
20.0,8.2538,0.86,120.0637134,1313.604223
20.0,8.2538,0.86,120.0637134,1331.022424
20.0,8.2538,0.86,122.3575038,1322.304696
20.0,8.15544,0.82,120.0637134,1331.022424
20.0,8.2538,0.86,122.3575038,1331.022424
20.0,8.2538,0.86,122.3575038,1313.604223
20.0,8.2538,0.86,122.3575038,1313.604223
20.0,8.2538,0.91,120.0637134,1331.022424
20.0,8.15544,0.82,122.3575038,1331.022424
20.0,8.2538,0.86,122.3575038,1322.304696
20.0,8.15544,0.91,125.2488439,1322.304696
20.0,8.15544,0.82,120.0637134,1322.304696
20.06,8.2538,0.86,120.0637134,1322.304696
20.0,8.15544,0.86,125.2488439,1322.304696
20.06,8.15544,0.82,125.2488439,1331.022424
20.06,8.2538,0.82,122.3575038,1322.304696
20.06,8.15544,0.82,125.2488439,1322.304696
20.06,8.15544,0.91,122.3575038,1331.022424
20.06,8.15544,0.82,125.2488439,1322.304696
20.12,8.15544,0.86,122.3575038,1322.304696
20.12,8.15544,0.86,128.166964,1331.022424
20.12,8.2538,1.04,125.2488439,1322.304696
20.12,8.15544,1.12,125.2488439,1331.022424
20.12,8.15544,1.21,128.166964,1322.304696
20.19,8.15544,1.3,128.166964,1313.604223
20.19,8.15544,1.34,131.111864,1322.304696
20.19,8.15544,1.38,131.111864,1313.604223
20.19,8.15544,1.38,134.083544,1313.604223
20.19,8.15544,1.38,137.082004,1313.604223
20.25,8.15544,1.34,137.082004,1313.604223
20.25,8.15544,1.38,143.1592638,1322.304696
20.25,8.15544,1.43,143.1592638,1313.604223
20.25,8.15544,1.38,148.7203853,1331.022424
20.25,8.15544,1.43,148.7203853,1322.304696
20.25,8.15544,1.34,151.8473891,1322.304696
20.25,8.15544,1.3,151.8473891,1331.022424
20.25,8.15544,1.38,151.8473891,1322.304696
20.31,8.15544,1.25,155.0011729,1313.604223
20.31,8.15544,1.3,155.0011729,1331.022424
20.31,8.15544,1.3,155.0011729,1322.304696
20.31,8.15544,1.25,155.0011729,1322.304696
20.31,8.15544,1.25,158.1817367,1331.022424
20.31,8.15544,1.25,158.1817367,1331.022424
20.31,8.05708,1.3,155.0011729,1331.022424
20.31,8.05708,1.25,158.1817367,1331.022424
20.37,8.15544,1.21,158.1817367,1331.022424
20.37,8.15544,1.21,158.1817367,1331.022424
20.37,8.15544,1.21,161.3890805,1331.022424
20.37,8.15544,1.25,161.3890805,1331.022424
20.44,8.15544,1.17,158.1817367,1331.022424
20.44,8.05708,1.21,158.1817367,1331.022424
20.44,8.15544,1.17,161.3890805,1331.022424
20.44,8.15544,1.17,161.3890805,1331.022424
20.44,8.05708,1.17,161.3890805,1331.022424
20.44,8.05708,1.17,158.1817367,1331.022424
20.44,8.05708,1.17,161.3890805,1331.022424
20.44,8.15544,1.21,155.0011729,1331.022424
20.44,8.05708,1.12,155.0011729,1331.022424
20.44,8.05708,1.12,155.0011729,1331.022424
20.44,8.05708,1.12,151.8473891,1331.022424
20.44,8.05708,1.17,151.8473891,1331.022424
20.44,8.05708,1.17,148.7203853,1331.022424
20.44,8.05708,1.17,151.8473891,1331.022424
20.44,8.05708,1.12,151.8473891,1331.022424
20.44,8.05708,1.12,148.7203853,1331.022424
20.44,8.05708,1.12,148.7203853,1331.022424
20.37,8.05708,1.12,145.6201614,1331.022424
20.44,8.05708,1.12,145.6201614,1331.022424
20.37,8.05708,1.12,145.6201614,1331.022424
20.44,8.05708,1.12,145.6201614,1331.022424
20.37,8.05708,1.12,145.6201614,1331.022424
20.44,8.05708,1.12,145.6201614,1331.022424
20.37,8.05708,1.12,143.1592638,1331.022424
20.37,8.05708,1.12,143.1592638,1322.304696
20.37,8.05708,1.12,145.6201614,1322.304696
20.37,8.05708,1.12,143.1592638,1313.604223
20.37,8.05708,1.12,143.1592638,1322.304696
20.37,3.23744,1.12,145.6201614,1331.022424
20.37,8.15544,1.08,145.6201614,1322.304696
20.37,8.05708,1.12,148.7203853,1322.304696
20.31,8.15544,1.12,145.6201614,1322.304696
20.31,8.15544,1.12,145.6201614,1331.022424
20.31,8.05708,1.12,148.7203853,1322.304696
20.31,8.15544,1.12,145.6201614,1331.022424
20.19,7.86036,1.08,145.6201614,1322.304696
20.25,7.86036,1.08,145.6201614,1313.604223
20.25,7.86036,1.08,148.7203853,1322.304696
20.25,7.86036,1.12,143.1592638,1331.022424
20.25,7.86036,1.12,145.6201614,1322.304696
20.19,7.86036,1.08,143.1592638,1322.304696
20.25,7.86036,1.12,145.6201614,1322.304696
20.25,7.86036,1.12,145.6201614,1322.304696
20.25,7.86036,1.12,143.1592638,1322.304696
20.25,7.86036,1.08,140.1072439,1322.304696
20.25,7.86036,1.12,140.1072439,1322.304696
20.25,7.86036,1.12,140.1072439,1313.604223
20.25,7.86036,1.12,140.1072439,1322.304696
20.25,7.86036,1.12,140.1072439,1331.022424
20.25,7.762,1.12,140.1072439,1313.604223
20.25,7.86036,1.08,137.082004,1322.304696
20.25,7.86036,1.12,140.1072439,1313.604223
20.25,7.86036,1.12,134.083544,1313.604223
20.25,7.86036,1.12,140.1072439,1313.604223
20.25,7.86036,1.12,140.1072439,1313.604223
20.25,7.86036,1.08,143.1592638,1331.022424
20.31,7.86036,1.17,140.1072439,1322.304696
20.25,7.86036,1.17,143.1592638,1322.304696
20.31,7.86036,1.12,143.1592638,1322.304696
20.31,7.86036,1.12,143.1592638,1313.604223
20.31,7.86036,1.08,145.6201614,1322.304696
20.31,7.86036,1.17,143.1592638,1322.304696
20.31,7.762,1.12,145.6201614,1322.304696
20.31,7.86036,1.12,145.6201614,1322.304696
20.31,7.86036,1.12,148.7203853,1313.604223
20.31,7.86036,1.17,145.6201614,1313.604223
20.31,7.86036,1.12,148.7203853,1331.022424
20.31,7.86036,1.17,148.7203853,1331.022424
20.37,7.86036,1.12,148.7203853,1313.604223
20.31,7.86036,1.12,145.6201614,1313.604223
20.31,7.86036,1.12,145.6201614,1331.022424
20.37,7.86036,1.17,145.6201614,1322.304696
20.37,7.762,1.12,148.7203853,1331.022424
20.37,7.86036,1.12,148.7203853,1331.022424
20.37,7.762,1.17,145.6201614,1331.022424
20.37,7.762,1.17,145.6201614,1331.022424
20.37,7.86036,1.17,145.6201614,1322.304696
20.37,7.86036,1.17,145.6201614,1322.304696
20.37,7.86036,1.17,140.1072439,1331.022424
20.37,7.86036,1.17,143.1592638,1322.304696
20.37,7.762,1.17,140.1072439,1331.022424
20.37,7.86036,1.17,143.1592638,1331.022424
20.37,7.762,1.17,137.082004,1322.304696
20.37,7.762,1.17,140.1072439,1322.304696
20.37,7.762,1.21,137.082004,1331.022424
20.37,7.762,1.17,131.111864,1331.022424
20.37,7.762,1.17,131.111864,1322.304696
20.37,7.762,1.21,128.166964,1331.022424
20.44,7.762,1.21,125.2488439,1331.022424
20.37,7.762,1.21,128.166964,1313.604223
20.44,7.762,1.17,128.166964,1322.304696
20.37,7.86036,1.25,128.166964,1322.304696
20.44,7.762,1.21,125.2488439,1331.022424
20.37,7.762,1.21,125.2488439,1322.304696
20.44,7.762,1.21,125.2488439,1322.304696
20.44,7.762,1.21,125.2488439,1322.304696
20.44,7.762,1.25,125.2488439,1313.604223
20.37,7.762,1.21,125.2488439,1322.304696
20.44,7.762,1.25,125.2488439,1322.304696
20.44,7.762,1.21,122.3575038,1331.022424
20.44,7.762,1.25,128.166964,1322.304696
20.44,7.762,1.25,125.2488439,1322.304696
20.44,7.762,1.21,122.3575038,1331.022424
20.44,7.762,1.21,122.3575038,1313.604223
20.44,7.762,1.21,122.3575038,1313.604223
20.44,7.762,1.21,125.2488439,1322.304696
20.44,7.66364,1.25,122.3575038,1313.604223
20.44,7.762,1.25,122.3575038,1322.304696
21.25,8.45052,1.88,122.3575038,1331.022424
21.25,8.45052,1.84,122.3575038,1331.022424
21.25,8.45052,1.8,122.3575038,1322.304696
21.25,8.45052,1.8,125.2488439,1331.022424
21.25,8.35216,1.75,122.3575038,1331.022424
21.25,8.35216,1.8,120.0637134,1331.022424
21.25,8.35216,1.71,122.3575038,1322.304696
21.25,8.35216,1.71,122.3575038,1331.022424
21.25,8.35216,1.71,122.3575038,1331.022424
21.25,8.35216,1.67,122.3575038,1331.022424
21.25,8.35216,1.71,122.3575038,1322.304696
21.25,8.35216,1.67,122.3575038,1304.95659
21.25,8.35216,1.71,122.3575038,1322.304696
21.25,8.35216,1.75,120.0637134,1331.022424
21.25,8.35216,1.75,125.2488439,1331.022424
21.25,8.35216,1.8,120.0637134,1322.304696
21.25,8.35216,1.88,120.0637134,1322.304696
21.25,8.2538,1.88,122.3575038,1322.304696
21.31,8.35216,1.97,122.3575038,1331.022424
21.25,8.2538,2.01,122.3575038,1322.304696
21.31,8.2538,2.05,120.0637134,1331.022424
21.25,8.2538,2.05,120.0637134,1322.304696
21.31,8.2538,2.05,120.0637134,1331.022424
