Fecha;Sitio;Profundidad;pH;Clorofila (µg/L);Ficocianina (µg/L);Turbidez (NTU);Oxígeno disuelto (mg/L);Temperatura (°C);Conductividad (µS/cm)
19/01/2021;Centro-Weiss G;24;7.063897253;2.082213622;0.086592983;2.670364588;7.119678656;21.2;448.3987135
19/01/2021;Centro-Weiss G;25;7.085244586;2.367019053;0.075992357;2.701017152;7.120283195;21.2;448.4019343
19/01/2021;Centro-Weiss G;26;7.103340521;2.583330203;0.078443447;2.719246502;7.115358895;21.2;448.402247
19/01/2021;Centro-Weiss G;27;7.117448718;2.403161751;0.079541824;2.707233656;7.110081526;21.2;448.3994509
19/01/2021;Centro-Weiss G;28;7.128067463;2.259458699;0.061975569;2.706595839;7.11068813;21.2;448.3423103
19/01/2021;Centro-Weiss G;29;7.1364715;2.311143716;0.048703856;2.724591711;7.097558232;21.2;448.2954344
19/01/2021;Centro-Weiss G;30;7.140874684;2.534512463;0.06646382;2.735058424;7.071864958;21.2;448.298821
19/01/2021;Centro-Weiss G;31;7.139793769;2.789534618;0.070684376;2.712220977;7.03770722;21.2;448.3
19/01/2021;Centro-Weiss G;32;7.138150389;2.763357821;0.053018677;2.691612178;7.015879537;21.2;448.3
19/01/2021;Centro-Weiss G;33;7.132210591;2.589109603;0.042266648;2.687966522;7.011738512;21.2;448.2983466
19/01/2021;Centro-Weiss G;34;7.130114489;2.562103972;0.036576055;2.689437194;7.008880641;21.2;448.3030328
19/01/2021;Centro-Weiss G;35;7.130421491;2.610012993;0.064305639;2.688404049;6.997510677;21.2;448.3624358
19/01/2021;Centro-Weiss G;36;7.134622251;2.550017092;0.098660413;2.685158499;6.989276244;21.2;448.4083156
19/01/2021;Centro-Weiss G;37;7.150706857;2.435350037;0.09918765;2.680206606;6.986894371;21.2;448.3714627
19/01/2021;Centro-Weiss G;38;7.172429343;2.406087416;0.081649237;2.678703322;6.98101907;21.2;448.359207
19/01/2021;Centro-Weiss G;39;7.190711318;2.330973111;0.074048251;2.679769661;6.98010404;21.2;448.3678033
19/01/2021;Centro-Weiss G;40;7.215248364;2.210746092;0.090635453;2.680704024;6.97622192;21.2;448.3079243
19/01/2021;Centro-Weiss G;41;7.228963214;2.103903297;0.106517698;2.688634183;6.970138417;21.2;448.3106996
19/01/2021;Centro-Weiss G;42;7.228551025;2.45970771;0.106204098;2.677235107;6.955576303;21.2;448.3543785
19/01/2021;Centro-Weiss G;43;7.225749244;2.998708986;0.099540174;2.657338129;6.926303357;21.2;448.3898706
19/01/2021;Centro-Weiss G;44;7.219593493;2.413029518;0.09948953;2.661505692;6.911788615;21.2;448.4018116
19/01/2021;Centro-Weiss G;45;7.20966045;2.182132312;0.095264873;2.656776832;6.909735138;21.2;448.4
19/01/2021;Centro-Weiss G;46;7.208513928;2.362454101;0.086803517;2.652600258;6.917944109;21.20006235;448.3981156
19/01/2021;Centro-Weiss G;47;7.210744228;2.281450521;0.06074956;2.649868995;6.897525627;21.20257149;448.4024271
19/01/2021;Centro-Weiss G;48;7.219393247;2.082306538;0.016086684;2.643704971;6.649994425;21.17823171;448.4562603
19/01/2021;Centro-Weiss G;49;7.238316771;1.908219341;0.007639781;2.636354888;6.400843746;21.1213455;448.527743
19/01/2021;Centro-Weiss G;50;7.255517313;1.549199609;0.040492113;2.623296574;6.211211044;21.09707978;448.6876117
19/01/2021;Centro-Weiss G;51;7.275674577;1.408678656;0.036383881;2.570624983;5.7246296;21.04542314;449.0940555
19/01/2021;Centro-Weiss G;52;7.293962922;1.418908885;0.043845854;2.550900249;5.57877929;21.03069602;449.2902882
19/01/2021;Centro-Weiss G;53;7.301106711;1.332187152;0.051357087;2.545902358;5.600249989;21.0390901;449.294517
19/01/2021;Centro-Weiss G;54;7.304911834;1.471036402;0.015432785;2.512935416;5.367662034;21.00131251;449.3928879
19/01/2021;Centro-Weiss G;55;7.288027213;1.38314369;-0.012270079;2.512848452;5.3039658;20.9996873;449.4428912
19/01/2021;Centro-Weiss G;56;7.247943344;1.198851295;-0.013779879;2.511191065;5.260982965;21;449.497595
19/01/2021;Centro-Weiss G;57;7.207782631;1.179923303;-0.014891977;2.489307717;5.246342542;21;449.5006978
19/01/2021;Centro-Weiss G;58;7.162273009;1.209651087;-0.00448418;2.459231497;5.228186597;21;449.4987831
19/01/2021;Centro-Weiss G;59;7.117170655;1.221182129;0.015929263;2.439418869;5.225841261;21;449.499927
19/01/2021;Centro-Weiss G;60;7.080213443;1.201571235;0.000621518;2.398584559;5.179356159;21.00000602;449.5521982
19/01/2021;Centro-Weiss G;61;7.045227162;1.16368747;-0.028451064;2.37073838;4.966943031;21.00458148;449.599986
19/01/2021;Centro-Weiss G;62;7.022847245;1.047400694;-0.034386417;2.35203637;4.593556942;20.99187715;449.6737937
19/01/2021;Centro-Weiss G;63;7.012454404;0.715742801;-0.041133266;2.295255902;4.133521651;20.92179313;449.8491011
19/01/2021;Centro-Weiss G;64;7.003673977;0.474930001;-0.055081024;2.197989938;3.554095629;20.83945115;450.0191746
19/01/2021;Centro-Weiss G;65;6.998445624;0.463876132;-0.046579162;2.173035869;3.322794286;20.79946119;450.1213349
19/01/2021;Centro-Weiss G;66;6.995456624;0.350666358;-0.071736419;2.147934737;3.201440579;20.79945818;450.1217235
19/01/2021;Centro-Weiss G;67;6.9960652;0.269044822;-0.091909981;2.120957703;3.08834136;20.80391241;450.0671852
19/01/2021;Centro-Weiss G;68;6.999614153;0.264825104;-0.080694819;2.115691583;3.090817011;20.78160676;450.004368
19/01/2021;Centro-Weiss G;69;7.001197358;0.374857194;-0.05306525;2.092163418;3.050711431;20.71748971;449.9426546
19/01/2021;Centro-Weiss G;70;7.003682006;0.486940389;-0.040654855;2.058750168;3.003363063;20.6971517;449.8820891
19/01/2021;Centro-Weiss G;71;6.999384366;0.429014412;-0.08144961;1.990674554;2.85873703;20.7;449.6208744
19/01/2021;Centro-Weiss G;72;6.992699966;0.421838868;-0.072374252;1.960997939;2.668973087;20.7;449.2426422
19/01/2021;Centro-Weiss G;73;6.981076076;0.48060945;-0.04042163;1.963617601;2.480469632;20.70092197;448.8967702
19/01/2021;Centro-Weiss G;74;6.96299619;0.497387604;-0.049729156;1.948442793;2.414008399;20.69575623;448.7793335
19/01/2021;Centro-Weiss G;75;6.940831321;0.438511803;-0.050257988;1.945025799;2.384449778;20.63831175;448.6464111
19/01/2021;Centro-Weiss G;76;6.913420291;0.370830189;-0.057199853;1.947245767;2.326076104;20.59599901;448.4629009
19/01/2021;Centro-Weiss G;77;6.882380009;0.346041654;-0.071554492;1.955213387;2.187662789;20.59983379;448.2334659
19/01/2021;Centro-Weiss G;78;6.853685584;0.314520147;-0.091874499;1.967635197;2.019972938;20.60131152;447.9786353
19/01/2021;Centro-Weiss G;79;6.823627029;0.306717817;-0.103558199;1.962704915;1.926437765;20.60469651;447.8733509
19/01/2021;Centro-Weiss G;80;6.79299833;0.323476034;-0.090165017;1.94950854;1.742520609;20.55571908;447.722767
19/01/2021;Centro-Weiss G;81;6.756186451;0.358437339;-0.069474521;1.945608983;1.573612898;20.49967926;447.5866885
19/01/2021;Centro-Weiss G;82;6.725104693;0.378705245;-0.061314463;1.927301445;1.511460233;20.49847542;447.541919
19/01/2021;Centro-Weiss G;83;6.702050753;0.338013564;-0.040541287;1.910707544;1.464126745;20.5;447.4610786
19/01/2021;Centro-Weiss G;84;6.684008269;0.265484837;-0.022443599;1.88964922;1.395670883;20.50018904;447.1664724
19/01/2021;Centro-Weiss G;85;6.678153786;0.239109003;-0.02349646;1.853367573;1.271530456;20.50354841;446.7772853
19/01/2021;Centro-Weiss G;86;6.682964182;0.298565811;-0.03820496;1.802704722;1.056199469;20.46701238;446.4336584
19/01/2021;Centro-Weiss G;87;6.677975523;0.426707889;-0.049602666;1.743438732;0.758740746;20.39032312;446.1089697
19/01/2021;Santiago Atitlán;0;8.301998123;1.515511672;1.167453565;17.83532529;7.547024621;21.64911438;306.425175
19/01/2021;Santiago Atitlán;1;8.201352455;1.83892847;-0.034722596;8.820991494;7.62678586;21.28668204;427.1962152
19/01/2021;Santiago Atitlán;2;8.110520018;1.748023155;0.070786836;3.494037904;7.589235741;21.3;424.4945488
19/01/2021;Santiago Atitlán;3;8.135192064;1.652808461;0.081395795;1.536376441;7.580580853;21.3;426.3441778
19/01/2021;Santiago Atitlán;4;8.159903502;1.613079688;0.045068583;2.666763442;7.532781717;21.3;434.0613647
19/01/2021;Santiago Atitlán;5;8.067061743;1.612193883;0.000658268;2.661268582;7.490989322;21.3;436.0324717
19/01/2021;Santiago Atitlán;6;8.044664357;1.705807839;0.011455859;2.637406164;7.465332126;21.3;436.8721065
19/01/2021;Santiago Atitlán;7;8.005773699;2.084046947;0.020781669;2.602695529;7.455350494;21.30304286;437.9028387
19/01/2021;Santiago Atitlán;8;8.013839126;2.617724961;0.076312604;2.578147701;7.396163116;21.23330451;441.2981033
19/01/2021;Santiago Atitlán;9;7.981313131;2.672802729;0.074058213;2.571179004;7.384369274;21.2033848;441.5137504
19/01/2021;Santiago Atitlán;10;7.994156644;3.010021336;0.050693631;2.580888253;7.317080743;21.20392004;443.1042129
19/01/2021;Santiago Atitlán;11;7.958700009;2.985970599;0.086382108;2.592963773;7.307526219;21.2;443.9053812
19/01/2021;Santiago Atitlán;12;7.934415246;2.571633434;0.094667241;2.624957309;7.280215333;21.2;444.449245
19/01/2021;Santiago Atitlán;13;7.959769735;2.556375752;0.060272713;2.672240949;7.263572341;21.2;444.6701823
19/01/2021;Santiago Atitlán;14;7.925027357;2.390109024;0.034038241;2.718225562;7.180800919;21.2;446.1568186
19/01/2021;Santiago Atitlán;15;7.96290026;2.423633119;0.057004667;2.743817489;7.180808945;21.2;446.2546668
19/01/2021;Santiago Atitlán;16;7.954756309;2.645859396;0.063177709;2.748572335;7.187245181;21.2;446.0812652
19/01/2021;Santiago Atitlán;17;7.916524566;2.538958616;0.065396112;2.751399022;7.173253305;21.2;446.4499902
19/01/2021;Santiago Atitlán;18;7.907098787;2.441136346;0.093088281;2.761627681;7.180397603;21.2;446.8724093
19/01/2021;Santiago Atitlán;19;7.885841121;2.452699707;0.073827112;2.778678638;7.18;21.2;446.9779686
19/01/2021;Santiago Atitlán;20;7.894902925;2.459574302;0.065739972;2.787144957;7.180176835;21.2;447.0762813
19/01/2021;Santiago Atitlán;21;7.836215786;2.427961368;0.06101446;2.795579595;7.170260907;21.2;447.3016499
19/01/2021;Santiago Atitlán;22;7.815169724;2.432800741;0.070499755;2.805202677;7.169948199;21.2;447.3437287
19/01/2021;Santiago Atitlán;23;7.832124112;2.410931911;0.051905577;2.826584597;7.15565809;21.2;447.6632606
19/01/2021;Santiago Atitlán;24;7.837899489;2.475187761;0.065746871;2.852103483;6.997496547;21.2012575;448.5735957
19/01/2021;Santiago Atitlán;25;7.780646798;2.833938397;0.047947839;2.880709822;6.919305618;21.1488145;449.0926182
19/01/2021;Santiago Atitlán;26;7.784259813;2.946859096;0.07236696;2.904733972;6.907620351;21.09781706;449.2262646
19/01/2021;Santiago Atitlán;27;7.703823197;2.875278345;0.064138328;2.921796348;6.885015348;21.1;449.3837216
19/01/2021;Santiago Atitlán;28;7.736836139;2.769467421;0.056029665;2.931366818;6.814305694;21.1;449.7541922
19/01/2021;Santiago Atitlán;29;7.68791724;2.590265548;0.060730408;2.934178612;6.800601692;21.1;449.8383317
19/01/2021;Santiago Atitlán;30;7.632765223;2.67670846;0.063793665;2.938725183;6.767697205;21.1;450.0535474
19/01/2021;Santiago Atitlán;31;7.664591864;2.760998313;0.063693637;2.946137304;6.760948321;21.1;450.1444763
19/01/2021;Santiago Atitlán;32;7.667501913;2.775081011;0.075676678;2.965548938;6.743014237;21.1;450.3135706
19/01/2021;Santiago Atitlán;33;7.698758926;2.785017137;0.074276918;2.983369624;6.735549737;21.1;450.4512873
19/01/2021;Santiago Atitlán;34;7.708277584;2.759653199;0.073028412;2.997887326;6.719954686;21.1;450.514698
19/01/2021;Santiago Atitlán;35;7.677114569;2.864711928;0.13096891;3.002165862;6.707703903;21.1;450.6845686
19/01/2021;Santiago Atitlán;36;7.655481508;3.073978291;0.146819309;3.008615411;6.700255773;21.1;450.6965549
19/01/2021;Santiago Atitlán;37;7.628311267;3.158218752;0.132189;3.018297984;6.687212735;21.1;450.8194846
19/01/2021;Santiago Atitlán;38;7.657315673;3.088099955;0.137222132;3.023304309;6.679967041;21.1;450.9047027
19/01/2021;Santiago Atitlán;39;7.627532131;2.933469719;0.126336792;3.029560533;6.674265979;21.1;450.8999107
19/01/2021;Santiago Atitlán;40;7.593549995;2.821145086;0.112231327;3.037127232;6.663492428;21.1;450.918519
19/01/2021;Santiago Atitlán;41;7.605212931;2.646358099;0.100434095;3.056487049;6.589182737;21.1;451.0582743
19/01/2021;Santiago Atitlán;42;7.585460272;2.578266805;0.080357695;2.142357073;6.585475552;21.1;451.0740639
19/01/2021;Santiago Atitlán;43;7.65234273;2.59964958;0.066071035;-0.448164641;6.569443524;21.1;451.1212535
19/01/2021;WP;0;8.600630555;0.840970113;-0.040484759;3.312345108;6.822637259;21.30275885;446.4851335
19/01/2021;WP;1;8.48213097;0.801929433;-0.01501652;3.290992085;6.795213416;21.26313415;447.3933319
19/01/2021;WP;2;8.273223691;0.964300276;0.007462019;3.280944401;6.773697315;21.20177679;448.1961461
19/01/2021;WP;3;8.075829182;0.773272234;-0.04694815;3.277317331;6.761163378;21.20146094;448.2302478
19/01/2021;WP;4;8.014050996;0.785230538;-0.072035684;3.233200478;6.747497532;21.18749153;447.7672277
19/01/2021;WP;5;8.013484927;1.150158644;-0.041765415;3.154880056;6.740484446;21.1131986;447.4208799
19/01/2021;WP;6;8.010771622;1.235825539;-0.017392928;3.1266391;6.740208443;21.09662326;447.3495937
19/01/2021;WP;7;7.966381144;1.394120376;-0.013780566;3.08845139;6.739623064;21.1;447.3027014
19/01/2021;WP;8;7.942073911;1.891038023;0.059218611;3.034122315;6.71762312;21.1;447.1750302
19/01/2021;WP;9;7.944831806;1.977156255;0.089572377;2.997617962;6.714410517;21.1;447.1909565
19/01/2021;WP;10;7.948700457;2.066093256;0.09684362;2.997843281;6.713209434;21.1;447.1946862
19/01/2021;WP;11;7.965866606;1.921731977;0.09669452;3.018603996;6.709579115;21.1;447.1917202
19/01/2021;WP;12;7.962733621;1.948738767;0.082741862;3.026009269;6.710388208;21.1;447.2011813
19/01/2021;WP;13;7.995437804;1.895426385;0.084396851;3.041901772;6.708352263;21.1;447.2
19/01/2021;WP;14;8.043393059;1.910209973;0.092316507;3.072103265;6.701186764;21.1;447.1987662
19/01/2021;WP;15;8.029416348;1.962380341;0.099119642;3.087000752;6.698598098;21.1;447.2085649
19/01/2021;WP;16;7.995919155;1.909677582;0.070667617;3.151614099;6.687643539;21.1;447.268554
19/01/2021;WP;17;7.983984586;1.744543526;0.015590943;3.196628775;6.6751981;21.1;447.3012588
19/01/2021;WP;18;7.99883845;1.634670695;0.011464258;3.192942695;6.673524571;21.1;447.2989145
19/01/2021;WP;19;8.002591305;1.792654354;-0.001476298;3.203327532;6.670666721;21.1;447.3113015
19/01/2021;WP;20;7.977637811;2.27692464;0.020796266;3.248303369;6.658246603;21.1;447.3832585
19/01/2021;WP;21;7.927983316;2.428844049;0.079770274;3.282740585;6.648855527;21.1;447.402391
19/01/2021;WP;22;7.921946532;2.274821079;0.07139501;3.280061279;6.650448948;21.1;447.4
19/01/2021;WP;23;7.957573135;2.154053793;0.037982841;3.269092435;6.644777848;21.1;447.4
19/01/2021;WP;24;7.94723172;1.783312412;0.023298385;3.258894197;6.639698902;21.1;447.4
19/01/2021;WP;25;7.901745552;1.694827769;0.043376622;3.288601394;6.634123047;21.1;447.3999899
19/01/2021;WP;26;7.924721734;1.866532543;0.048663817;3.31892866;6.63020379;21.1;447.3955024
19/01/2021;WP;27;7.960796791;2.083382845;0.070417548;3.319123102;6.627528969;21.1;447.4205834
19/01/2021;WP;28;7.947883602;2.09025543;0.03770957;3.324619528;6.611793836;21.1;447.5243513
19/01/2021;WP;29;7.950521247;1.996900544;0.040379691;3.331735069;6.611519999;21.1;447.4848363
19/01/2021;WP;30;7.957784583;1.95913764;0.045334889;3.330889349;6.610481166;21.1;447.5096467
19/01/2021;WP;31;7.929978343;1.904421747;0.052666275;3.323470665;6.602147428;21.1;447.5585963
19/01/2021;WP;32;7.935276811;2.186063351;0.073598301;3.334819893;6.599476332;21.1;447.5297107
19/01/2021;WP;33;7.945527279;2.015151055;0.08140273;3.324898039;6.598562352;21.1;447.5429564
19/01/2021;WP;34;7.930329148;2.222687588;0.067219365;3.329768008;6.593812219;21.1;447.5514543
19/01/2021;WP;35;7.922900335;2.325228327;0.057786428;3.344770609;6.589546685;21.1;447.582532
19/01/2021;WP;36;7.912466375;2.267333954;0.07883682;3.337505256;6.589959619;21.1;447.5801151
19/01/2021;WP;37;7.893352184;2.209124564;0.028632149;3.338907277;6.583323149;21.1;447.5807762
19/01/2021;WP;38;7.892198647;2.428359221;-0.027320969;3.345830711;6.57951071;21.1;447.6009859
19/01/2021;WP;39;7.882306533;2.382885662;-0.029940164;3.330736124;6.580020075;21.1;447.6
19/01/2021;WP;40;7.888101394;2.254146438;-0.021286416;3.337039169;6.580334148;21.1;447.6
19/01/2021;WP;41;7.910142226;2.305543176;-0.01406032;3.34555396;6.576169257;21.1;447.6
19/01/2021;WP;42;7.913691807;2.300270629;-0.015285209;3.345222044;6.57025205;21.1;447.6
19/01/2021;WP;43;7.893996212;2.145785181;-0.010288244;3.324741697;6.570291492;21.1;447.5990853
19/01/2021;WP;44;7.877248693;2.137906685;-0.000672806;3.305214147;6.56757179;21.1;447.6100724
19/01/2021;WP;45;7.87585026;2.35164416;0.000780948;3.308303822;6.560764225;21.1;447.680382
19/01/2021;WP;46;7.869026663;2.518311064;0.002894381;3.316343268;6.559811006;21.1;447.7081143
19/01/2021;WP;47;7.845714315;2.745647997;0.028849893;3.308737434;6.552985516;21.1;447.6468836
19/01/2021;WP;48;7.829063798;3.040234591;0.056629547;3.326254085;6.549589003;21.1;447.6418294
19/01/2021;WP;49;7.815053838;2.997440487;0.03811253;3.332097257;6.55;21.1;447.7042229
19/01/2021;WP;50;7.803166021;3.140397274;0.033493129;3.335449786;6.550249135;21.1;447.7
19/01/2021;WP;51;7.793998695;3.084543876;0.044556632;3.35281723;6.548318328;21.1;447.7
19/01/2021;WP;52;7.773441253;2.890773787;0.060127055;3.352013903;6.548102825;21.1;447.701541
19/01/2021;WP;53;7.761392011;2.781804315;0.078267867;3.349577651;6.550414067;21.1;447.6962524
19/01/2021;WP;54;7.779990562;2.583753889;0.069176824;3.34707647;6.550422303;21.1;447.6198652
19/01/2021;WP;55;7.779102695;2.399152824;0.079496859;3.361897422;6.544316462;21.1;447.635479
19/01/2021;WP;56;7.726286954;2.2958776;0.084920968;3.3761056;6.541791142;21.1;447.7016521
19/01/2021;WP;57;7.654899341;2.249343209;0.059835675;3.391693518;6.550522272;21.1;447.6946321
19/01/2021;WP;58;7.572129283;2.192345069;0.046420108;3.427228082;6.249233047;21.10385708;447.767596
19/01/2021;WP;59;7.53316513;2.066800014;0.040012973;3.444818331;5.880609609;21.09511476;447.8892158
19/01/2021;WP;60;7.52239316;1.518578925;0.010901909;3.521454107;4.715378424;20.95427752;448.7727933
19/01/2021;WP;61;7.46014513;0.857444101;-0.002066302;3.75446723;3.531447234;20.81005352;449.8062151
19/01/2021;WP;62;7.397751059;0.759072279;-0.033800298;3.735249274;3.615312619;20.84403552;449.7630267
19/01/2021;WP;63;7.371821773;0.737956865;-0.092597107;3.624342302;3.55517725;20.85848935;449.6987752
19/01/2021;WP;64;7.331068689;0.639355335;-0.103635948;3.717434276;3.308497593;20.80107122;449.7040017
19/01/2021;WP;65;7.322623668;0.569593772;-0.126742264;3.800535191;3.133387844;20.80446908;449.6743157
19/01/2021;WP;66;7.337501698;0.484317068;-0.100007569;3.549563127;2.824801601;20.76262168;449.3594815
19/01/2021;WP;67;7.321160165;0.47095317;-0.064872363;3.340261033;2.644051283;20.70030837;449.0962385
19/01/2021;WP;68;7.298769114;0.396610418;-0.061637032;3.165071749;2.475551639;20.69959909;448.9091278
19/01/2021;WP;69;7.299682175;0.30050004;-0.05617957;3.086800418;2.338301032;20.7;448.7765721
19/01/2021;WP;70;7.306944433;0.258127543;-0.040716582;3.100511599;2.334753718;20.7;448.7885672
19/01/2021;WP;71;7.296374433;0.182835466;-0.041662103;3.090028109;2.324637415;20.701394;448.8064593
19/01/2021;WP;72;7.280079026;0.220842064;-0.03384347;3.075215123;2.316839393;20.68773809;448.7735912
19/01/2021;WP;73;7.262670445;0.332301806;-0.017634293;2.969428545;2.269222589;20.62445513;448.6391327
19/01/2021;San Buenaventura;0;8.238733325;0.933383765;0.711341428;0.262071533;7.390981614;21.76725831;417.2746161
19/01/2021;San Buenaventura;1;8.133365347;0.805932867;-0.209915208;0.269861371;7.21038455;21.60044199;425.5385291
19/01/2021;San Buenaventura;2;8.078653074;0.980702641;-0.187486949;0.290101242;7.139788029;21.42175676;441.8921371
19/01/2021;San Buenaventura;3;7.991559344;1.113523296;-0.176898725;0.3024786;7.10914759;21.38437365;445.6341516
19/01/2021;San Buenaventura;4;7.879559956;1.445422611;-0.144706438;0.304796583;7.045245081;21.2;444.650463
19/01/2021;San Buenaventura;5;7.77778348;1.504468742;-0.140664075;0.290800052;7.021068816;21.2000567;444.5977489
19/01/2021;San Buenaventura;6;7.853637039;1.727070108;-0.133882581;0.294339273;6.973769294;21.1;444.5993249
19/01/2021;San Buenaventura;7;7.803780847;2.098648775;-0.08;0.276109672;6.916197134;21.1;444.8
19/01/2021;San Buenaventura;8;7.798597398;2.230735142;-0.06378615;0.26980353;6.902205412;21.1;444.8801968
19/01/2021;San Buenaventura;9;7.83655849;2.214302821;-0.04358473;0.269943833;6.876420405;21.1;445.1
16/02/2021;Centro-Weiss G;0;8.795805534;1.947163043;0.189658121;1.688295195;7.860076011;21.4;451.3587072
16/02/2021;Centro-Weiss G;1;8.79735883;1.970104372;0.189584808;1.642883916;7.801020498;21.4;451.4673777
16/02/2021;Centro-Weiss G;2;8.798688467;2.176387138;0.202823155;1.634757853;7.770061354;21.4;451.51313
16/02/2021;Centro-Weiss G;3;8.799820728;2.351215187;0.204665289;1.628489781;7.754475624;21.4;451.5720318
16/02/2021;Centro-Weiss G;4;8.800396035;2.472813328;0.185804958;1.616567804;7.748523527;21.4;451.6032014
16/02/2021;Centro-Weiss G;5;8.801074088;2.41786708;0.170381927;1.597785646;7.736162739;21.4;451.6237851
16/02/2021;Centro-Weiss G;6;8.801379436;2.272570286;0.183988146;1.593951689;7.721875372;21.4;451.6307984
16/02/2021;Centro-Weiss G;7;8.805643164;2.239096507;0.174913432;1.592543357;7.719767407;21.4;451.6677387
16/02/2021;Centro-Weiss G;8;8.8184407;2.410807274;0.111619922;1.576210483;7.71756103;21.4;451.6760971
16/02/2021;Centro-Weiss G;9;8.809327059;2.539343771;0.078340342;1.570814557;7.715630831;21.4;451.6788157
16/02/2021;Centro-Weiss G;10;8.786802024;2.951413092;0.077958775;1.562579713;7.712178393;21.4;451.6705633
16/02/2021;Centro-Weiss G;11;8.749670682;3.155388434;0.08374914;1.545189134;7.7122887;21.4;451.6233402
16/02/2021;Centro-Weiss G;12;8.679870798;3.083990399;0.092365434;1.552335747;7.718746678;21.40435244;451.5832235
16/02/2021;Centro-Weiss G;13;8.597366229;3.148721365;0.099851341;1.565762788;7.715143237;21.39032248;451.4081503
16/02/2021;Centro-Weiss G;14;8.523227649;2.952128808;0.110741848;1.570612653;7.705793363;21.32408009;450.850593
16/02/2021;Centro-Weiss G;15;8.440427222;2.906229477;0.105178918;1.574931882;7.697386618;21.2515033;450.3438718
16/02/2021;Centro-Weiss G;16;8.384158402;3.109600349;0.093134675;1.579719814;7.682642759;21.19094626;449.8078516
16/02/2021;Centro-Weiss G;17;8.348054285;3.26162108;0.095627346;1.580760187;7.647780618;21.12504637;448.8303655
16/02/2021;Centro-Weiss G;18;8.31561316;3.287352241;0.098261927;1.577691015;7.55185399;21.05146274;448.086229
16/02/2021;Centro-Weiss G;19;8.293014929;3.175196578;0.091824243;1.567970391;7.38060184;20.99428827;447.5816607
16/02/2021;Centro-Weiss G;20;8.272881935;3.216977653;0.078971778;1.565090348;7.249931364;20.93399049;447.3970432
16/02/2021;Centro-Weiss G;21;8.246010483;3.302660013;0.060542176;1.558156554;7.15469759;20.89592852;447.4012008
16/02/2021;Centro-Weiss G;22;8.219667206;3.248028269;0.046753618;1.541559067;7.109901696;20.89997607;447.3633787
16/02/2021;Centro-Weiss G;23;8.200950428;3.131193631;0.047687567;1.535776484;7.011713789;20.9;447.3036383
16/02/2021;Centro-Weiss G;24;8.187784302;3.022217675;0.130463539;1.550256372;6.829458415;20.9;447.2980004
16/02/2021;Centro-Weiss G;25;8.176569534;3.167698979;0.171123599;1.557987676;6.748275519;20.9;447.306764
16/02/2021;Centro-Weiss G;26;8.169707161;3.401981422;0.110158012;1.542081233;6.732904434;20.90106812;447.2658845
16/02/2021;Centro-Weiss G;27;8.163158388;3.262461317;0.082137284;1.517651343;6.663669451;20.89521411;447.14338
16/02/2021;Centro-Weiss G;28;8.154850957;2.7948196;0.059013188;1.501622652;6.549309599;20.83764416;447.00673
16/02/2021;Centro-Weiss G;29;8.147129189;2.483226211;0.053441938;1.489101033;6.475193903;20.79597082;446.9196294
16/02/2021;Centro-Weiss G;30;8.1394318;2.414719049;0.082814704;1.473225988;6.424231632;20.79983262;446.899388
16/02/2021;Centro-Weiss G;31;8.13116574;2.434655881;0.105266083;1.468900103;6.376429462;20.8;446.8633493
16/02/2021;Centro-Weiss G;32;8.124372551;2.375709616;0.108989745;1.46554716;6.355984626;20.8;446.8079732
16/02/2021;Centro-Weiss G;33;8.119084793;2.132767151;0.085111335;1.443913225;6.315586535;20.8;446.7970185
16/02/2021;Centro-Weiss G;34;8.114383623;1.957185252;0.061419684;1.429671549;6.279266713;20.8;446.8053888
16/02/2021;Centro-Weiss G;35;8.108523017;1.785478744;0.066164757;1.42952107;6.260506558;20.8;446.7854325
16/02/2021;Centro-Weiss G;36;8.104708996;1.399199044;0.050844669;1.418693378;6.209043925;20.8;446.7188855
16/02/2021;Centro-Weiss G;37;8.106836487;1.143399003;0.01523522;1.405227891;6.149312158;20.8;446.693984
16/02/2021;Centro-Weiss G;38;8.111418725;1.110273978;0.020655916;1.412095254;6.116266546;20.8;446.6998994
16/02/2021;Centro-Weiss G;39;8.114024717;1.130755018;-0.016702984;1.415730642;6.079885858;20.8;446.7
16/02/2021;Centro-Weiss G;40;8.118091594;1.177683526;-0.051803783;1.400665295;6.068203661;20.8;446.7
16/02/2021;Centro-Weiss G;41;8.120081347;1.180311339;-0.053228571;1.379781367;6.063643781;20.8;446.6999934
16/02/2021;Centro-Weiss G;42;8.120957947;1.17217537;-0.046281708;1.374546003;6.06061254;20.8;446.6963912
16/02/2021;Centro-Weiss G;43;8.119624175;1.156089673;-0.026277333;1.373436068;6.056230267;20.8;446.7050804
16/02/2021;Centro-Weiss G;44;8.113198972;1.074490811;0.022776389;1.378792791;6.04193202;20.8;446.7664134
16/02/2021;Centro-Weiss G;45;8.103708909;1.081854653;0.050280665;1.399293746;6.026773408;20.8;446.8049418
16/02/2021;Centro-Weiss G;46;8.095205301;1.092031758;0.036546134;1.399873906;6.018850517;20.8;446.8006286
16/02/2021;Centro-Weiss G;47;8.086085302;0.944084409;-0.026925958;1.372170665;6.012661653;20.8;446.8
16/02/2021;Centro-Weiss G;48;8.076327395;0.937842467;-0.083000665;1.373726158;6.003362245;20.8;446.8
16/02/2021;Centro-Weiss G;49;8.061431151;1.02053761;-0.087416266;1.385917868;6.000023889;20.8;446.8
