Fecha;Sitio;pH;Turbidez (NTU);Oxígeno disuelto (mg/L);Temperatura (°C);Conductividad (ľS/cm);Clorofila (ľg/L)
4/07/2024;Lago de Amatitlán/Playa Pública;8.58;30;8.01;25.1;670;68.71
6/08/2024;Lago de Amatitlán/Este Centro;9.429;20;11.9;25.8;585;34.53
6/08/2024;Lago de Amatitlán/Bahía Playa de Oro;8.901;33;9.17;26;616;59.33
6/08/2024;Lago de Amatitlán/Oeste Centro;8.692;21;8.14;25.8;624;76.89
6/08/2024;Lago de Amatitlán/Río Michatoya ;9.274;37;8.9;26.4;613;102.73
6/08/2024;Lago de Amatitlán/Playa Pública;9.541;40;17.97;27.7;608;109.88
2/09/2024;Lago de Amatitlán/Este Centro;9.688;30;15.02;27.1;572;41.47
2/09/2024;Lago de Amatitlán/Bahía Playa de Oro;9.063;27;15.26;28.5;614;40.58
2/09/2024;Lago de Amatitlán/Oeste Centro;9.301;42;16.1;29.3;617;118.88
2/09/2024;Lago de Amatitlán/Río Michatoya ;9.346;294;13.5;27.7;618;455.08
2/09/2024;Lago de Amatitlán/Playa Pública;9.336;95;13.89;27.7;622;136.76
1/10/2024;Lago de Amatitlán/Este Centro;9.4;11;8.19;25.4;566.8;37.02
1/10/2024;Lago de Amatitlán/Bahía Playa de Oro;8.64;44;11.73;26.57;607.7;108.23
1/10/2024;Lago de Amatitlán/Oeste Centro;9.301;14;16.1;29.3;617;40.46
1/10/2024;Lago de Amatitlán/Río Michatoya ;7.73;8;0;24.49;606.4;35.36
1/10/2024;Lago de Amatitlán/Playa Pública;7.99;9;3.65;25.44;603.8;14
5/11/2024;Lago de Amatitlán/Este Centro;8.61;32;5.24;26.14;604.2;40.11
5/11/2024;Lago de Amatitlán/Bahía Playa de Oro;8.72;26;18.89;28.16;612.8;85.78
5/11/2024;Lago de Amatitlán/Oeste Centro;8.49;14;10.58;26.53;588.9;59.93
5/11/2024;Lago de Amatitlán/Río Michatoya ;8.38;16;8.44;26.03;586.8;78.55
5/11/2024;Lago de Amatitlán/Playa Pública;8.4;17;12.52;26.64;587.8;85.56
2/12/2024;Lago de Amatitlán/Este Centro;7.88;11;1.66;23.31;611.8;18.39
2/12/2024;Lago de Amatitlán/Bahía Playa de Oro;8;11;3;22.92;626;12
2/12/2024;Lago de Amatitlán/Oeste Centro;7.37;9;0.17;21.44;415.9;20.17
2/12/2024;Lago de Amatitlán/Río Michatoya ;7.71;9;2.27;23.25;603.7;33.7
2/12/2024;Lago de Amatitlán/Playa Pública;7.7;8;2.07;23.27;606.2;34.53
7/01/2025;Lago de Amatitlán/Este Centro;8.19;8;6.95;22.6;610.6;32.04
7/01/2025;Lago de Amatitlán/Bahía Playa de Oro;8.34;16;7;22.95;620.3;31.57
7/01/2025;Lago de Amatitlán/Oeste Centro;7.62;8;1.59;22.36;632.7;17.45
7/01/2025;Lago de Amatitlán/Río Michatoya ;7.78;11;3.29;22.59;627.6;29.19
7/01/2025;Lago de Amatitlán/Playa Pública;7.77;10;2.67;22.56;628.6;28.95
4/02/2025;Lago de Amatitlán/Este Centro;8.32;11;7.27;22.3;608.6;14.71
4/02/2025;Lago de Amatitlán/Bahía Playa de Oro;8.47;23;6.87;22.91;622.3;41.88
4/02/2025;Lago de Amatitlán/Oeste Centro;7.87;16;4.06;22.54;647.9;45.21
4/02/2025;Lago de Amatitlán/Río Michatoya ;8.15;13;6.56;22.56;642.6;44.5
4/02/2025;Lago de Amatitlán/Playa Pública;8.37;15;9.39;23.24;642.6;49.36
6/03/2025;Lago de Amatitlán/Este Centro;9.21;24;11.84;23.78;603.6;18.39
6/03/2025;Lago de Amatitlán/Bahía Playa de Oro;8.73;31;8.64;25;621.3;26.1
6/03/2025;Lago de Amatitlán/Oeste Centro;9.13;21;12.19;24.38;672;48.53
